"Module","Gene","Module_gene","Function","position"
"M16.2","C10ORF11","M16.2_C10ORF11","Protein synthesis","A32.9"
"M16.2","C10ORF56","M16.2_C10ORF56","Protein synthesis","A32.9"
"M16.2","C16ORF70","M16.2_C16ORF70","Protein synthesis","A32.9"
"M16.2","C19ORF28","M16.2_C19ORF28","Protein synthesis","A32.9"
"M16.2","C1ORF26","M16.2_C1ORF26","Protein synthesis","A32.9"
"M16.2","C1ORF78","M16.2_C1ORF78","Protein synthesis","A32.9"
"M16.2","C1ORF91","M16.2_C1ORF91","Protein synthesis","A32.9"
"M16.2","C20ORF67","M16.2_C20ORF67","Protein synthesis","A32.9"
"M16.2","C3ORF59","M16.2_C3ORF59","Protein synthesis","A32.9"
"M16.2","C7ORF28B","M16.2_C7ORF28B","Protein synthesis","A32.9"
"M16.2","C9ORF25","M16.2_C9ORF25","Protein synthesis","A32.9"
"M16.2","CDKN2B","M16.2_CDKN2B","Protein synthesis","A32.9"
"M16.2","CEP164","M16.2_CEP164","Protein synthesis","A32.9"
"M16.2","CES1","M16.2_CES1","Protein synthesis","A32.9"
"M16.2","CLIC4","M16.2_CLIC4","Protein synthesis","A32.9"
"M16.2","CYB5D1","M16.2_CYB5D1","Protein synthesis","A32.9"
"M16.2","DAPK3","M16.2_DAPK3","Protein synthesis","A32.9"
"M16.2","DCTN1","M16.2_DCTN1","Protein synthesis","A32.9"
"M16.2","DOK3","M16.2_DOK3","Protein synthesis","A32.9"
"M16.2","DPH3","M16.2_DPH3","Protein synthesis","A32.9"
"M16.2","DYNC1LI1","M16.2_DYNC1LI1","Protein synthesis","A32.9"
"M16.2","EIF2C3","M16.2_EIF2C3","Protein synthesis","A32.9"
"M16.2","EPDR1","M16.2_EPDR1","Protein synthesis","A32.9"
"M16.2","EPHB4","M16.2_EPHB4","Protein synthesis","A32.9"
"M16.2","EXT2","M16.2_EXT2","Protein synthesis","A32.9"
"M16.2","FAM125B","M16.2_FAM125B","Protein synthesis","A32.9"
"M16.2","FAM89A","M16.2_FAM89A","Protein synthesis","A32.9"
"M16.2","FLNA","M16.2_FLNA","Protein synthesis","A32.9"
"M16.2","FRS3","M16.2_FRS3","Protein synthesis","A32.9"
"M16.2","GALNS","M16.2_GALNS","Protein synthesis","A32.9"
"M16.2","GLYCTK","M16.2_GLYCTK","Protein synthesis","A32.9"
"M16.2","GOLPH3L","M16.2_GOLPH3L","Protein synthesis","A32.9"
"M16.2","GYS1","M16.2_GYS1","Protein synthesis","A32.9"
"M16.2","HNMT","M16.2_HNMT","Protein synthesis","A32.9"
"M16.2","HS.12876","M16.2_HS.12876","Protein synthesis","A32.9"
"M16.2","HS.240801","M16.2_HS.240801","Protein synthesis","A32.9"
"M16.2","HS.293676","M16.2_HS.293676","Protein synthesis","A32.9"
"M16.2","HS.336370","M16.2_HS.336370","Protein synthesis","A32.9"
"M16.2","HS.535044","M16.2_HS.535044","Protein synthesis","A32.9"
"M16.2","HS.548831","M16.2_HS.548831","Protein synthesis","A32.9"
"M16.2","HTATIP","M16.2_HTATIP","Protein synthesis","A32.9"
"M16.2","ITSN1","M16.2_ITSN1","Protein synthesis","A32.9"
"M16.2","KCNK6","M16.2_KCNK6","Protein synthesis","A32.9"
"M16.2","KIAA0415","M16.2_KIAA0415","Protein synthesis","A32.9"
"M16.2","KIAA1033","M16.2_KIAA1033","Protein synthesis","A32.9"
"M16.2","KIAA1602","M16.2_KIAA1602","Protein synthesis","A32.9"
"M16.2","KLF11","M16.2_KLF11","Protein synthesis","A32.9"
"M16.2","KLHL18","M16.2_KLHL18","Protein synthesis","A32.9"
"M16.2","KPNA2","M16.2_KPNA2","Protein synthesis","A32.9"
"M16.2","LAPTM4B","M16.2_LAPTM4B","Protein synthesis","A32.9"
"M16.2","LGALS9","M16.2_LGALS9","Protein synthesis","A32.9"
"M16.2","LILRB4","M16.2_LILRB4","Protein synthesis","A32.9"
"M16.2","LOC130355","M16.2_LOC130355","Protein synthesis","A32.9"
"M16.2","LOC158830","M16.2_LOC158830","Protein synthesis","A32.9"
"M16.2","LOC284837","M16.2_LOC284837","Protein synthesis","A32.9"
"M16.2","LOC644677","M16.2_LOC644677","Protein synthesis","A32.9"
"M16.2","LOC649422","M16.2_LOC649422","Protein synthesis","A32.9"
"M16.2","LOC729764","M16.2_LOC729764","Protein synthesis","A32.9"
"M16.2","LOC81691","M16.2_LOC81691","Protein synthesis","A32.9"
"M16.2","LUC7L2","M16.2_LUC7L2","Protein synthesis","A32.9"
"M16.2","MAP6D1","M16.2_MAP6D1","Protein synthesis","A32.9"
"M16.2","MAPK1","M16.2_MAPK1","Protein synthesis","A32.9"
"M16.2","MED15","M16.2_MED15","Protein synthesis","A32.9"
"M16.2","MSL2L1","M16.2_MSL2L1","Protein synthesis","A32.9"
"M16.2","MTRF1L","M16.2_MTRF1L","Protein synthesis","A32.9"
"M16.2","NBN","M16.2_NBN","Protein synthesis","A32.9"
"M16.2","NFKB2","M16.2_NFKB2","Protein synthesis","A32.9"
"M16.2","NFYB","M16.2_NFYB","Protein synthesis","A32.9"
"M16.2","NIT1","M16.2_NIT1","Protein synthesis","A32.9"
"M16.2","NRM","M16.2_NRM","Protein synthesis","A32.9"
"M16.2","NUDT16","M16.2_NUDT16","Protein synthesis","A32.9"
"M16.2","PAPSS2","M16.2_PAPSS2","Protein synthesis","A32.9"
"M16.2","PCBD1","M16.2_PCBD1","Protein synthesis","A32.9"
"M16.2","PDGFC","M16.2_PDGFC","Protein synthesis","A32.9"
"M16.2","PFTK1","M16.2_PFTK1","Protein synthesis","A32.9"
"M16.2","PHF12","M16.2_PHF12","Protein synthesis","A32.9"
"M16.2","PHF20L1","M16.2_PHF20L1","Protein synthesis","A32.9"
"M16.2","PIK3C3","M16.2_PIK3C3","Protein synthesis","A32.9"
"M16.2","PIP4K2C","M16.2_PIP4K2C","Protein synthesis","A32.9"
"M16.2","POLE","M16.2_POLE","Protein synthesis","A32.9"
"M16.2","POLR2J","M16.2_POLR2J","Protein synthesis","A32.9"
"M16.2","PPFIA1","M16.2_PPFIA1","Protein synthesis","A32.9"
"M16.2","PRKAR1A","M16.2_PRKAR1A","Protein synthesis","A32.9"
"M16.2","PSRC1","M16.2_PSRC1","Protein synthesis","A32.9"
"M16.2","PTPRE","M16.2_PTPRE","Protein synthesis","A32.9"
"M16.2","RAB11FIP4","M16.2_RAB11FIP4","Protein synthesis","A32.9"
"M16.2","RABGEF1","M16.2_RABGEF1","Protein synthesis","A32.9"
"M16.2","RGL1","M16.2_RGL1","Protein synthesis","A32.9"
"M16.2","RICTOR","M16.2_RICTOR","Protein synthesis","A32.9"
"M16.2","RLF","M16.2_RLF","Protein synthesis","A32.9"
"M16.2","RNF146","M16.2_RNF146","Protein synthesis","A32.9"
"M16.2","RNPEPL1","M16.2_RNPEPL1","Protein synthesis","A32.9"
"M16.2","ROCK1","M16.2_ROCK1","Protein synthesis","A32.9"
"M16.2","RPS6KC1","M16.2_RPS6KC1","Protein synthesis","A32.9"
"M16.2","RRM2B","M16.2_RRM2B","Protein synthesis","A32.9"
"M16.2","RSPH3","M16.2_RSPH3","Protein synthesis","A32.9"
"M16.2","SAMSN1","M16.2_SAMSN1","Protein synthesis","A32.9"
"M16.2","SAP18","M16.2_SAP18","Protein synthesis","A32.9"
"M16.2","SAP30BP","M16.2_SAP30BP","Protein synthesis","A32.9"
"M16.2","SEPN1","M16.2_SEPN1","Protein synthesis","A32.9"
"M16.2","SERINC3","M16.2_SERINC3","Protein synthesis","A32.9"
"M16.2","SFXN5","M16.2_SFXN5","Protein synthesis","A32.9"
"M16.2","SIN3B","M16.2_SIN3B","Protein synthesis","A32.9"
"M16.2","SIRT2","M16.2_SIRT2","Protein synthesis","A32.9"
"M16.2","SLC25A13","M16.2_SLC25A13","Protein synthesis","A32.9"
"M16.2","SLC25A16","M16.2_SLC25A16","Protein synthesis","A32.9"
"M16.2","SLC25A29","M16.2_SLC25A29","Protein synthesis","A32.9"
"M16.2","SLC30A1","M16.2_SLC30A1","Protein synthesis","A32.9"
"M16.2","SLC35F5","M16.2_SLC35F5","Protein synthesis","A32.9"
"M16.2","SLC39A8","M16.2_SLC39A8","Protein synthesis","A32.9"
"M16.2","SLC4A1AP","M16.2_SLC4A1AP","Protein synthesis","A32.9"
"M16.2","SLC6A12","M16.2_SLC6A12","Protein synthesis","A32.9"
"M16.2","SLCO3A1","M16.2_SLCO3A1","Protein synthesis","A32.9"
"M16.2","SMAD2","M16.2_SMAD2","Protein synthesis","A32.9"
"M16.2","SNAI3","M16.2_SNAI3","Protein synthesis","A32.9"
"M16.2","SNTB2","M16.2_SNTB2","Protein synthesis","A32.9"
"M16.2","SNX8","M16.2_SNX8","Protein synthesis","A32.9"
"M16.2","SOAT1","M16.2_SOAT1","Protein synthesis","A32.9"
"M16.2","SPHAR","M16.2_SPHAR","Protein synthesis","A32.9"
"M16.2","SPIRE1","M16.2_SPIRE1","Protein synthesis","A32.9"
"M16.2","SREBF1","M16.2_SREBF1","Protein synthesis","A32.9"
"M16.2","STARD8","M16.2_STARD8","Protein synthesis","A32.9"
"M16.2","STK11","M16.2_STK11","Protein synthesis","A32.9"
"M16.2","STK38L","M16.2_STK38L","Protein synthesis","A32.9"
"M16.2","SUPT6H","M16.2_SUPT6H","Protein synthesis","A32.9"
"M16.2","TAOK2","M16.2_TAOK2","Protein synthesis","A32.9"
"M16.2","TBC1D25","M16.2_TBC1D25","Protein synthesis","A32.9"
"M16.2","TBC1D3B","M16.2_TBC1D3B","Protein synthesis","A32.9"
"M16.2","TBC1D3G","M16.2_TBC1D3G","Protein synthesis","A32.9"
"M16.2","TJP2","M16.2_TJP2","Protein synthesis","A32.9"
"M16.2","TK2","M16.2_TK2","Protein synthesis","A32.9"
"M16.2","TMEM51","M16.2_TMEM51","Protein synthesis","A32.9"
"M16.2","TNFRSF8","M16.2_TNFRSF8","Protein synthesis","A32.9"
"M16.2","TOP1","M16.2_TOP1","Protein synthesis","A32.9"
"M16.2","TRAPPC6B","M16.2_TRAPPC6B","Protein synthesis","A32.9"
"M16.2","TRIP6","M16.2_TRIP6","Protein synthesis","A32.9"
"M16.2","TTYH2","M16.2_TTYH2","Protein synthesis","A32.9"
"M16.2","TXNL4B","M16.2_TXNL4B","Protein synthesis","A32.9"
"M16.2","UBE2B","M16.2_UBE2B","Protein synthesis","A32.9"
"M16.2","USP25","M16.2_USP25","Protein synthesis","A32.9"
"M16.2","ZMAT5","M16.2_ZMAT5","Protein synthesis","A32.9"
"M16.2","ZNF230","M16.2_ZNF230","Protein synthesis","A32.9"
"M16.2","ZNF282","M16.2_ZNF282","Protein synthesis","A32.9"
"M16.2","ZNF446","M16.2_ZNF446","Protein synthesis","A32.9"
"M16.2","ZNF580","M16.2_ZNF580","Protein synthesis","A32.9"
"M16.2","ZNF785","M16.2_ZNF785","Protein synthesis","A32.9"
"M16.3","ACD","M16.3_ACD","T cells","A6.16"
"M16.3","AKAP10","M16.3_AKAP10","T cells","A6.16"
"M16.3","ANKMY1","M16.3_ANKMY1","T cells","A6.16"
"M16.3","APH1A","M16.3_APH1A","T cells","A6.16"
"M16.3","ATP1A1","M16.3_ATP1A1","T cells","A6.16"
"M16.3","ATR","M16.3_ATR","T cells","A6.16"
"M16.3","AZI1","M16.3_AZI1","T cells","A6.16"
"M16.3","BRI3BP","M16.3_BRI3BP","T cells","A6.16"
"M16.3","C11ORF17","M16.3_C11ORF17","T cells","A6.16"
"M16.3","C14ORF19","M16.3_C14ORF19","T cells","A6.16"
"M16.3","C15ORF52","M16.3_C15ORF52","T cells","A6.16"
"M16.3","C17ORF68","M16.3_C17ORF68","T cells","A6.16"
"M16.3","CASP6","M16.3_CASP6","T cells","A6.16"
"M16.3","CCDC102A","M16.3_CCDC102A","T cells","A6.16"
"M16.3","CCDC106","M16.3_CCDC106","T cells","A6.16"
"M16.3","CCDC21","M16.3_CCDC21","T cells","A6.16"
"M16.3","CCDC58","M16.3_CCDC58","T cells","A6.16"
"M16.3","CCL4L1","M16.3_CCL4L1","T cells","A6.16"
"M16.3","CCNC","M16.3_CCNC","T cells","A6.16"
"M16.3","CD300LB","M16.3_CD300LB","T cells","A6.16"
"M16.3","CD3G","M16.3_CD3G","T cells","A6.16"
"M16.3","CD8A","M16.3_CD8A","T cells","A6.16"
"M16.3","CDKN1C","M16.3_CDKN1C","T cells","A6.16"
"M16.3","CLN5","M16.3_CLN5","T cells","A6.16"
"M16.3","CMAH","M16.3_CMAH","T cells","A6.16"
"M16.3","COLQ","M16.3_COLQ","T cells","A6.16"
"M16.3","COMMD10","M16.3_COMMD10","T cells","A6.16"
"M16.3","COQ6","M16.3_COQ6","T cells","A6.16"
"M16.3","CPT1B","M16.3_CPT1B","T cells","A6.16"
"M16.3","CRIP2","M16.3_CRIP2","T cells","A6.16"
"M16.3","CXCL5","M16.3_CXCL5","T cells","A6.16"
"M16.3","DAAM1","M16.3_DAAM1","T cells","A6.16"
"M16.3","DCLRE1C","M16.3_DCLRE1C","T cells","A6.16"
"M16.3","DERL2","M16.3_DERL2","T cells","A6.16"
"M16.3","DUS3L","M16.3_DUS3L","T cells","A6.16"
"M16.3","DUSP5","M16.3_DUSP5","T cells","A6.16"
"M16.3","DUSP6","M16.3_DUSP6","T cells","A6.16"
"M16.3","DYNLRB2","M16.3_DYNLRB2","T cells","A6.16"
"M16.3","DYNLT3","M16.3_DYNLT3","T cells","A6.16"
"M16.3","DYRK2","M16.3_DYRK2","T cells","A6.16"
"M16.3","ELOVL6","M16.3_ELOVL6","T cells","A6.16"
"M16.3","FAM108C1","M16.3_FAM108C1","T cells","A6.16"
"M16.3","FAM113A","M16.3_FAM113A","T cells","A6.16"
"M16.3","FIG4","M16.3_FIG4","T cells","A6.16"
"M16.3","FLJ14213","M16.3_FLJ14213","T cells","A6.16"
"M16.3","FUT6","M16.3_FUT6","T cells","A6.16"
"M16.3","GCHFR","M16.3_GCHFR","T cells","A6.16"
"M16.3","GIPC1","M16.3_GIPC1","T cells","A6.16"
"M16.3","HDC","M16.3_HDC","T cells","A6.16"
"M16.3","HDHD2","M16.3_HDHD2","T cells","A6.16"
"M16.3","HES6","M16.3_HES6","T cells","A6.16"
"M16.3","HIST1H2BH","M16.3_HIST1H2BH","T cells","A6.16"
"M16.3","HS.197143","M16.3_HS.197143","T cells","A6.16"
"M16.3","HS.25892","M16.3_HS.25892","T cells","A6.16"
"M16.3","HS.551538","M16.3_HS.551538","T cells","A6.16"
"M16.3","HS.567460","M16.3_HS.567460","T cells","A6.16"
"M16.3","HS.570385","M16.3_HS.570385","T cells","A6.16"
"M16.3","IKIP","M16.3_IKIP","T cells","A6.16"
"M16.3","ITGA4","M16.3_ITGA4","T cells","A6.16"
"M16.3","ITM2C","M16.3_ITM2C","T cells","A6.16"
"M16.3","KIAA0146","M16.3_KIAA0146","T cells","A6.16"
"M16.3","KIAA1683","M16.3_KIAA1683","T cells","A6.16"
"M16.3","KLRC2","M16.3_KLRC2","T cells","A6.16"
"M16.3","LAIR2","M16.3_LAIR2","T cells","A6.16"
"M16.3","LCK","M16.3_LCK","T cells","A6.16"
"M16.3","LGALS2","M16.3_LGALS2","T cells","A6.16"
"M16.3","LIX1L","M16.3_LIX1L","T cells","A6.16"
"M16.3","LOC130773","M16.3_LOC130773","T cells","A6.16"
"M16.3","LOC149448","M16.3_LOC149448","T cells","A6.16"
"M16.3","LOC205251","M16.3_LOC205251","T cells","A6.16"
"M16.3","LOC441743","M16.3_LOC441743","T cells","A6.16"
"M16.3","LOC642083","M16.3_LOC642083","T cells","A6.16"
"M16.3","LOC642197","M16.3_LOC642197","T cells","A6.16"
"M16.3","LOC645236","M16.3_LOC645236","T cells","A6.16"
"M16.3","LOC649754","M16.3_LOC649754","T cells","A6.16"
"M16.3","LOC649841","M16.3_LOC649841","T cells","A6.16"
"M16.3","LOC651575","M16.3_LOC651575","T cells","A6.16"
"M16.3","LOC651751","M16.3_LOC651751","T cells","A6.16"
"M16.3","LOC728715","M16.3_LOC728715","T cells","A6.16"
"M16.3","LOC730746","M16.3_LOC730746","T cells","A6.16"
"M16.3","LRRC14","M16.3_LRRC14","T cells","A6.16"
"M16.3","MAP7","M16.3_MAP7","T cells","A6.16"
"M16.3","MARCH1","M16.3_MARCH1","T cells","A6.16"
"M16.3","MATR3","M16.3_MATR3","T cells","A6.16"
"M16.3","MGC61598","M16.3_MGC61598","T cells","A6.16"
"M16.3","MRPL38","M16.3_MRPL38","T cells","A6.16"
"M16.3","MST1","M16.3_MST1","T cells","A6.16"
"M16.3","MYOM2","M16.3_MYOM2","T cells","A6.16"
"M16.3","NIPSNAP3A","M16.3_NIPSNAP3A","T cells","A6.16"
"M16.3","NME2","M16.3_NME2","T cells","A6.16"
"M16.3","NR2C2AP","M16.3_NR2C2AP","T cells","A6.16"
"M16.3","NT5E","M16.3_NT5E","T cells","A6.16"
"M16.3","OMA1","M16.3_OMA1","T cells","A6.16"
"M16.3","PICK1","M16.3_PICK1","T cells","A6.16"
"M16.3","PIGX","M16.3_PIGX","T cells","A6.16"
"M16.3","PIK3C2B","M16.3_PIK3C2B","T cells","A6.16"
"M16.3","PPIE","M16.3_PPIE","T cells","A6.16"
"M16.3","PRMT2","M16.3_PRMT2","T cells","A6.16"
"M16.3","PRPF38A","M16.3_PRPF38A","T cells","A6.16"
"M16.3","PTP4A3","M16.3_PTP4A3","T cells","A6.16"
"M16.3","RAB11FIP5","M16.3_RAB11FIP5","T cells","A6.16"
"M16.3","RASA3","M16.3_RASA3","T cells","A6.16"
"M16.3","RBMX2","M16.3_RBMX2","T cells","A6.16"
"M16.3","RG9MTD1","M16.3_RG9MTD1","T cells","A6.16"
"M16.3","RGS12","M16.3_RGS12","T cells","A6.16"
"M16.3","RIN2","M16.3_RIN2","T cells","A6.16"
"M16.3","RNF5","M16.3_RNF5","T cells","A6.16"
"M16.3","RNPC3","M16.3_RNPC3","T cells","A6.16"
"M16.3","RUNDC2C","M16.3_RUNDC2C","T cells","A6.16"
"M16.3","S100PBP","M16.3_S100PBP","T cells","A6.16"
"M16.3","SDHAP3","M16.3_SDHAP3","T cells","A6.16"
"M16.3","SEC22A","M16.3_SEC22A","T cells","A6.16"
"M16.3","SEDLP","M16.3_SEDLP","T cells","A6.16"
"M16.3","SEPT6","M16.3_SEPT6","T cells","A6.16"
"M16.3","SIGIRR","M16.3_SIGIRR","T cells","A6.16"
"M16.3","SLC45A3","M16.3_SLC45A3","T cells","A6.16"
"M16.3","SLC7A6","M16.3_SLC7A6","T cells","A6.16"
"M16.3","SMARCA5","M16.3_SMARCA5","T cells","A6.16"
"M16.3","SNF8","M16.3_SNF8","T cells","A6.16"
"M16.3","SNORD31","M16.3_SNORD31","T cells","A6.16"
"M16.3","ST6GALNAC6","M16.3_ST6GALNAC6","T cells","A6.16"
"M16.3","SULT1A3","M16.3_SULT1A3","T cells","A6.16"
"M16.3","SULT1A4","M16.3_SULT1A4","T cells","A6.16"
"M16.3","SWAP70","M16.3_SWAP70","T cells","A6.16"
"M16.3","TAPT1","M16.3_TAPT1","T cells","A6.16"
"M16.3","TARBP1","M16.3_TARBP1","T cells","A6.16"
"M16.3","TBRG4","M16.3_TBRG4","T cells","A6.16"
"M16.3","TERF1","M16.3_TERF1","T cells","A6.16"
"M16.3","TIA1","M16.3_TIA1","T cells","A6.16"
"M16.3","TKTL1","M16.3_TKTL1","T cells","A6.16"
"M16.3","TMEM137","M16.3_TMEM137","T cells","A6.16"
"M16.3","TMEM62","M16.3_TMEM62","T cells","A6.16"
"M16.3","TMEM80","M16.3_TMEM80","T cells","A6.16"
"M16.3","TNFRSF4","M16.3_TNFRSF4","T cells","A6.16"
"M16.3","TRIB2","M16.3_TRIB2","T cells","A6.16"
"M16.3","TSPAN3","M16.3_TSPAN3","T cells","A6.16"
"M16.3","USMG5","M16.3_USMG5","T cells","A6.16"
"M16.3","VSTM1","M16.3_VSTM1","T cells","A6.16"
"M16.3","XRCC1","M16.3_XRCC1","T cells","A6.16"
"M16.3","YPEL1","M16.3_YPEL1","T cells","A6.16"
"M16.3","ZNF212","M16.3_ZNF212","T cells","A6.16"
"M16.3","ZNF264","M16.3_ZNF264","T cells","A6.16"
"M16.3","ZNF266","M16.3_ZNF266","T cells","A6.16"
"M16.3","ZNF330","M16.3_ZNF330","T cells","A6.16"
"M16.3","ZNF91","M16.3_ZNF91","T cells","A6.16"
"M16.4","ACTR8","M16.4_ACTR8","TBD","A6.28"
"M16.4","AGMAT","M16.4_AGMAT","TBD","A6.28"
"M16.4","ALG11","M16.4_ALG11","TBD","A6.28"
"M16.4","AMMECR1","M16.4_AMMECR1","TBD","A6.28"
"M16.4","ARMCX3","M16.4_ARMCX3","TBD","A6.28"
"M16.4","ASPSCR1","M16.4_ASPSCR1","TBD","A6.28"
"M16.4","ATAD2","M16.4_ATAD2","TBD","A6.28"
"M16.4","BBS7","M16.4_BBS7","TBD","A6.28"
"M16.4","BRI3BP","M16.4_BRI3BP","TBD","A6.28"
"M16.4","C10ORF61","M16.4_C10ORF61","TBD","A6.28"
"M16.4","C12ORF49","M16.4_C12ORF49","TBD","A6.28"
"M16.4","C14ORF130","M16.4_C14ORF130","TBD","A6.28"
"M16.4","C15ORF44","M16.4_C15ORF44","TBD","A6.28"
"M16.4","C1ORF156","M16.4_C1ORF156","TBD","A6.28"
"M16.4","C21ORF59","M16.4_C21ORF59","TBD","A6.28"
"M16.4","C5ORF24","M16.4_C5ORF24","TBD","A6.28"
"M16.4","C6ORF105","M16.4_C6ORF105","TBD","A6.28"
"M16.4","C8ORF70","M16.4_C8ORF70","TBD","A6.28"
"M16.4","CASK","M16.4_CASK","TBD","A6.28"
"M16.4","CCNYL1","M16.4_CCNYL1","TBD","A6.28"
"M16.4","CENPL","M16.4_CENPL","TBD","A6.28"
"M16.4","CEP68","M16.4_CEP68","TBD","A6.28"
"M16.4","CHN2","M16.4_CHN2","TBD","A6.28"
"M16.4","CLUAP1","M16.4_CLUAP1","TBD","A6.28"
"M16.4","DIABLO","M16.4_DIABLO","TBD","A6.28"
"M16.4","DNAJC19","M16.4_DNAJC19","TBD","A6.28"
"M16.4","DNAJC21","M16.4_DNAJC21","TBD","A6.28"
"M16.4","DOCK9","M16.4_DOCK9","TBD","A6.28"
"M16.4","EARS2","M16.4_EARS2","TBD","A6.28"
"M16.4","ERCC1","M16.4_ERCC1","TBD","A6.28"
"M16.4","FAIM","M16.4_FAIM","TBD","A6.28"
"M16.4","FAM3C","M16.4_FAM3C","TBD","A6.28"
"M16.4","FANCL","M16.4_FANCL","TBD","A6.28"
"M16.4","FASTKD2","M16.4_FASTKD2","TBD","A6.28"
"M16.4","FASTKD3","M16.4_FASTKD3","TBD","A6.28"
"M16.4","FBXO22","M16.4_FBXO22","TBD","A6.28"
"M16.4","FBXO32","M16.4_FBXO32","TBD","A6.28"
"M16.4","FUBP1","M16.4_FUBP1","TBD","A6.28"
"M16.4","GPAM","M16.4_GPAM","TBD","A6.28"
"M16.4","GPR180","M16.4_GPR180","TBD","A6.28"
"M16.4","GRAMD3","M16.4_GRAMD3","TBD","A6.28"
"M16.4","GTF2H3","M16.4_GTF2H3","TBD","A6.28"
"M16.4","GTPBP8","M16.4_GTPBP8","TBD","A6.28"
"M16.4","HNRNPF","M16.4_HNRNPF","TBD","A6.28"
"M16.4","HS.284464","M16.4_HS.284464","TBD","A6.28"
"M16.4","HS.352549","M16.4_HS.352549","TBD","A6.28"
"M16.4","HS.443490","M16.4_HS.443490","TBD","A6.28"
"M16.4","HS.527071","M16.4_HS.527071","TBD","A6.28"
"M16.4","HS.534439","M16.4_HS.534439","TBD","A6.28"
"M16.4","HS.561603","M16.4_HS.561603","TBD","A6.28"
"M16.4","HS.88156","M16.4_HS.88156","TBD","A6.28"
"M16.4","HSGT1","M16.4_HSGT1","TBD","A6.28"
"M16.4","HSPA4","M16.4_HSPA4","TBD","A6.28"
"M16.4","IL12RB1","M16.4_IL12RB1","TBD","A6.28"
"M16.4","IMMP2L","M16.4_IMMP2L","TBD","A6.28"
"M16.4","IVD","M16.4_IVD","TBD","A6.28"
"M16.4","LOC153364","M16.4_LOC153364","TBD","A6.28"
"M16.4","LOC642178","M16.4_LOC642178","TBD","A6.28"
"M16.4","LOC644096","M16.4_LOC644096","TBD","A6.28"
"M16.4","LOC644869","M16.4_LOC644869","TBD","A6.28"
"M16.4","LOC647009","M16.4_LOC647009","TBD","A6.28"
"M16.4","LOC650845","M16.4_LOC650845","TBD","A6.28"
"M16.4","LOC652324","M16.4_LOC652324","TBD","A6.28"
"M16.4","LOC652615","M16.4_LOC652615","TBD","A6.28"
"M16.4","LOC653234","M16.4_LOC653234","TBD","A6.28"
"M16.4","LOC653383","M16.4_LOC653383","TBD","A6.28"
"M16.4","LOC731999","M16.4_LOC731999","TBD","A6.28"
"M16.4","LOC90624","M16.4_LOC90624","TBD","A6.28"
"M16.4","LRP8","M16.4_LRP8","TBD","A6.28"
"M16.4","LRRC20","M16.4_LRRC20","TBD","A6.28"
"M16.4","MCPH1","M16.4_MCPH1","TBD","A6.28"
"M16.4","MTFR1","M16.4_MTFR1","TBD","A6.28"
"M16.4","NARG1L","M16.4_NARG1L","TBD","A6.28"
"M16.4","NME6","M16.4_NME6","TBD","A6.28"
"M16.4","NOTCH2NL","M16.4_NOTCH2NL","TBD","A6.28"
"M16.4","NR1D2","M16.4_NR1D2","TBD","A6.28"
"M16.4","NSUN5C","M16.4_NSUN5C","TBD","A6.28"
"M16.4","NUP35","M16.4_NUP35","TBD","A6.28"
"M16.4","OSGEPL1","M16.4_OSGEPL1","TBD","A6.28"
"M16.4","PCBD1","M16.4_PCBD1","TBD","A6.28"
"M16.4","PCGF6","M16.4_PCGF6","TBD","A6.28"
"M16.4","PDCL","M16.4_PDCL","TBD","A6.28"
"M16.4","PEX7","M16.4_PEX7","TBD","A6.28"
"M16.4","PIBF1","M16.4_PIBF1","TBD","A6.28"
"M16.4","PTCD2","M16.4_PTCD2","TBD","A6.28"
"M16.4","RAB23","M16.4_RAB23","TBD","A6.28"
"M16.4","RAD51C","M16.4_RAD51C","TBD","A6.28"
"M16.4","RBM3","M16.4_RBM3","TBD","A6.28"
"M16.4","RBM41","M16.4_RBM41","TBD","A6.28"
"M16.4","RFC1","M16.4_RFC1","TBD","A6.28"
"M16.4","RNF8","M16.4_RNF8","TBD","A6.28"
"M16.4","RPL23AP7","M16.4_RPL23AP7","TBD","A6.28"
"M16.4","RPL32","M16.4_RPL32","TBD","A6.28"
"M16.4","RYK","M16.4_RYK","TBD","A6.28"
"M16.4","SBDSP","M16.4_SBDSP","TBD","A6.28"
"M16.4","SDHALP1","M16.4_SDHALP1","TBD","A6.28"
"M16.4","SERPINB9","M16.4_SERPINB9","TBD","A6.28"
"M16.4","SIP1","M16.4_SIP1","TBD","A6.28"
"M16.4","SLC10A7","M16.4_SLC10A7","TBD","A6.28"
"M16.4","SLC4A7","M16.4_SLC4A7","TBD","A6.28"
"M16.4","SLFN12","M16.4_SLFN12","TBD","A6.28"
"M16.4","SMA5","M16.4_SMA5","TBD","A6.28"
"M16.4","SNAPC5","M16.4_SNAPC5","TBD","A6.28"
"M16.4","SOCS2","M16.4_SOCS2","TBD","A6.28"
"M16.4","STAG3L1","M16.4_STAG3L1","TBD","A6.28"
"M16.4","SYNJ2","M16.4_SYNJ2","TBD","A6.28"
"M16.4","TAF1A","M16.4_TAF1A","TBD","A6.28"
"M16.4","TBCE","M16.4_TBCE","TBD","A6.28"
"M16.4","TDRD3","M16.4_TDRD3","TBD","A6.28"
"M16.4","THNSL1","M16.4_THNSL1","TBD","A6.28"
"M16.4","TIAM1","M16.4_TIAM1","TBD","A6.28"
